mode,fs,operation,iter_no,time_sec
native,source,getattr,32,0.000001490
native,source,getattr,33,0.000001364
native,source,getattr,34,0.000001556
native,source,getattr,35,0.000001433
native,source,getattr,36,0.000001528
native,source,getattr,37,0.000001455
native,source,getattr,38,0.000001418
native,source,getattr,39,0.000001385
native,source,getattr,40,0.000001426
native,source,getattr,41,0.000003135
native,source,getattr,42,0.000001586
native,source,getattr,43,0.000001420
native,source,getattr,44,0.000001508
native,source,getattr,45,0.000001658
native,source,getattr,46,0.000001395
native,source,getattr,47,0.000001591
native,source,getattr,48,0.000001361
native,source,getattr,49,0.000001580
native,source,getattr,50,0.000001522
native,source,getattr,51,0.000001484
native,source,getattr,52,0.000001465
native,source,getattr,53,0.000001646
native,source,getattr,54,0.000001466
native,source,getattr,55,0.000001492
native,source,getattr,56,0.000001506
native,source,getattr,57,0.000001385
native,source,getattr,58,0.000001431
native,source,getattr,59,0.000001506
native,source,getattr,60,0.000001493
native,source,getattr,61,0.000001439
native,source,getattr,62,0.000001493
native,source,getattr,63,0.000001545
native,source,getattr,64,0.000001476
native,source,getattr,65,0.000001531
native,source,getattr,66,0.000001471
native,source,getattr,67,0.000001530
native,source,getattr,68,0.000001503
native,source,getattr,69,0.000001553
native,source,getattr,70,0.000001480
native,source,getattr,71,0.000001483
native,source,getattr,72,0.000001611
native,source,getattr,73,0.000001426
native,source,getattr,74,0.000029154
native,source,getattr,75,0.000001762
native,source,getattr,76,0.000001610
native,source,getattr,77,0.000001429
native,source,getattr,78,0.000001512
native,source,getattr,79,0.000001402
native,source,getattr,80,0.000001464
native,source,getattr,81,0.000001563
native,source,getattr,82,0.000001565
native,source,getattr,83,0.000001502
native,source,getattr,84,0.000001523
native,source,getattr,85,0.000001629
native,source,getattr,86,0.000001443
native,source,getattr,87,0.000001393
native,source,getattr,88,0.000001460
native,source,getattr,89,0.000001512
native,source,getattr,90,0.000001452
native,source,getattr,91,0.000001403
native,source,getattr,92,0.000001395
native,source,getattr,93,0.000001462
native,source,getattr,94,0.000001506
native,source,getattr,95,0.000001362
native,source,getattr,96,0.000001507
native,source,getattr,97,0.000001515
native,source,getattr,98,0.000001547
native,source,getattr,99,0.000001492
native,source,getattr,100,0.000001490
native,source,getattr,101,0.000001527
native,source,getattr,102,0.000001488
native,source,getattr,103,0.000001475
native,source,getattr,104,0.000001473
native,source,getattr,105,0.000001405
native,source,getattr,106,0.000001453
native,source,getattr,107,0.000001516
native,source,getattr,108,0.000001534
native,source,getattr,109,0.000001677
native,source,getattr,110,0.000001527
native,source,getattr,111,0.000001413
native,source,getattr,112,0.000001644
native,source,getattr,113,0.000001505
native,source,getattr,114,0.000001508
native,source,getattr,115,0.000001512
native,source,getattr,116,0.000001554
native,source,getattr,117,0.000001353
native,source,getattr,118,0.000001466
native,source,getattr,119,0.000001545
native,source,getattr,120,0.000001498
native,source,getattr,121,0.000001433
native,source,getattr,122,0.000001472
native,source,getattr,123,0.000001636
native,source,getattr,124,0.000001352
native,source,getattr,125,0.000001462
native,source,getattr,126,0.000001610
native,source,getattr,127,0.000001994
native,source,getattr,128,0.000001606
native,source,getattr,129,0.000001512
native,source,getattr,130,0.000001508
native,source,getattr,131,0.000001502
native,source,getattr,132,0.000001393
native,source,getattr,133,0.000001426
native,source,getattr,134,0.000001386
native,source,getattr,135,0.000001488
native,source,getattr,136,0.000001527
native,source,getattr,137,0.000001438
native,source,getattr,138,0.000001401
native,source,getattr,139,0.000001980
native,source,getattr,140,0.000001588
native,source,getattr,141,0.000001624
native,source,getattr,142,0.000001455
native,source,getattr,143,0.000001389
native,source,getattr,144,0.000001611
native,source,getattr,145,0.000001462
native,source,getattr,146,0.000001381
native,source,getattr,147,0.000001573
native,source,getattr,148,0.000001468
native,source,getattr,149,0.000001584
native,source,getattr,150,0.000001459
native,source,getattr,151,0.000001464
native,source,getattr,152,0.000001474
native,source,getattr,153,0.000001360
native,source,getattr,154,0.000001497
native,source,getattr,155,0.000002262
native,source,getattr,156,0.000001587
native,source,getattr,157,0.000001375
native,source,getattr,158,0.000001434
native,source,getattr,159,0.000001542
native,source,getattr,160,0.000001422
native,source,getattr,161,0.000001546
native,source,getattr,162,0.000001574
native,source,getattr,163,0.000001543
native,source,getattr,164,0.000001590
native,source,getattr,165,0.000002459
native,source,getattr,166,0.000001412
native,source,getattr,167,0.000001555
native,source,getattr,168,0.000001495
native,source,getattr,169,0.000001712
native,source,getattr,170,0.000001492
native,source,getattr,171,0.000001494
native,source,getattr,172,0.000001495
native,source,getattr,173,0.000001507
native,source,getattr,174,0.000001463
native,source,getattr,175,0.000002787
native,source,getattr,176,0.000001366
native,source,getattr,177,0.000001420
native,source,getattr,178,0.000001434
native,source,getattr,179,0.000001959
native,source,getattr,180,0.000001453
native,source,getattr,181,0.000001430
native,source,getattr,182,0.000001320
native,source,getattr,183,0.000001407
native,source,getattr,184,0.000001459
native,source,getattr,185,0.000001536
native,source,getattr,186,0.000001453
native,source,getattr,187,0.000001495
native,source,getattr,188,0.000001532
native,source,getattr,189,0.000001500
native,source,getattr,190,0.000001511
native,source,getattr,191,0.000001495
native,source,getattr,192,0.000001331
native,source,getattr,193,0.000001499
native,source,getattr,194,0.000001589
native,source,getattr,195,0.000001572
native,source,getattr,196,0.000001503
native,source,getattr,197,0.000001718
native,source,getattr,198,0.000001457
native,source,getattr,199,0.000001495
native,source,getattr,200,0.000001467
tmpfs,tmpfs,open,1,0.000008647
tmpfs,tmpfs,open,2,0.000010934
tmpfs,tmpfs,open,3,0.000008000
tmpfs,tmpfs,open,4,0.000004632
tmpfs,tmpfs,open,5,0.000004512
tmpfs,tmpfs,open,6,0.000005480
tmpfs,tmpfs,open,7,0.000005029
tmpfs,tmpfs,open,8,0.000005704
tmpfs,tmpfs,open,9,0.000006797
tmpfs,tmpfs,open,10,0.000005245
tmpfs,tmpfs,open,11,0.000004480
tmpfs,tmpfs,open,12,0.000004669
tmpfs,tmpfs,open,13,0.000004632
tmpfs,tmpfs,open,14,0.000007660
tmpfs,tmpfs,open,15,0.000004821
tmpfs,tmpfs,open,16,0.000005207
tmpfs,tmpfs,open,17,0.000005537
tmpfs,tmpfs,open,18,0.000004269
tmpfs,tmpfs,open,19,0.000004905
tmpfs,tmpfs,open,20,0.000004148
tmpfs,tmpfs,open,21,0.000008996
tmpfs,tmpfs,open,22,0.000004451
tmpfs,tmpfs,open,23,0.000004850
tmpfs,tmpfs,open,24,0.000004043
tmpfs,tmpfs,open,25,0.000011013
tmpfs,tmpfs,open,26,0.000005385
tmpfs,tmpfs,open,27,0.000004349
tmpfs,tmpfs,open,28,0.000007751
tmpfs,tmpfs,open,29,0.000006943
tmpfs,tmpfs,open,30,0.000004727
tmpfs,tmpfs,open,31,0.000005133
tmpfs,tmpfs,open,32,0.000004689
tmpfs,tmpfs,open,33,0.000005177
tmpfs,tmpfs,open,34,0.000004208
tmpfs,tmpfs,open,35,0.000009039
tmpfs,tmpfs,open,36,0.000004032
tmpfs,tmpfs,open,37,0.000006931
tmpfs,tmpfs,open,38,0.000004519
tmpfs,tmpfs,open,39,0.000005837
tmpfs,tmpfs,open,40,0.000005256
tmpfs,tmpfs,open,41,0.000005222
tmpfs,tmpfs,open,42,0.000005078
tmpfs,tmpfs,open,43,0.000005314
tmpfs,tmpfs,open,44,0.000005835
tmpfs,tmpfs,open,45,0.000019546
tmpfs,tmpfs,open,46,0.000005104
tmpfs,tmpfs,open,47,0.000004344
tmpfs,tmpfs,open,48,0.000005142
tmpfs,tmpfs,open,49,0.000004763
tmpfs,tmpfs,open,50,0.000005754
tmpfs,tmpfs,open,51,0.000004267
tmpfs,tmpfs,open,52,0.000004316
tmpfs,tmpfs,open,53,0.000005998
tmpfs,tmpfs,open,54,0.000004966
tmpfs,tmpfs,open,55,0.000005225
tmpfs,tmpfs,open,56,0.000006151
tmpfs,tmpfs,open,57,0.000004956
tmpfs,tmpfs,open,58,0.000004341
tmpfs,tmpfs,open,59,0.000004521
tmpfs,tmpfs,open,60,0.000005931
tmpfs,tmpfs,open,61,0.000004670
tmpfs,tmpfs,open,62,0.000004166
tmpfs,tmpfs,open,63,0.000004502
tmpfs,tmpfs,open,64,0.000005143
tmpfs,tmpfs,open,65,0.000005053
tmpfs,tmpfs,open,66,0.000004904
tmpfs,tmpfs,open,67,0.000004362
tmpfs,tmpfs,open,68,0.000004590
tmpfs,tmpfs,open,69,0.000004536
tmpfs,tmpfs,open,70,0.000005652
tmpfs,tmpfs,open,71,0.000004571
tmpfs,tmpfs,open,72,0.000004576
tmpfs,tmpfs,open,73,0.000004498
tmpfs,tmpfs,open,74,0.000006728
tmpfs,tmpfs,open,75,0.000005854
tmpfs,tmpfs,open,76,0.000004775
tmpfs,tmpfs,open,77,0.000004607
tmpfs,tmpfs,open,78,0.000006141
tmpfs,tmpfs,open,79,0.000004485
tmpfs,tmpfs,open,80,0.000005484
tmpfs,tmpfs,open,81,0.000004908
tmpfs,tmpfs,open,82,0.000004272
tmpfs,tmpfs,open,83,0.000005561
tmpfs,tmpfs,open,84,0.000004424
tmpfs,tmpfs,open,85,0.000004374
tmpfs,tmpfs,open,86,0.000004774
tmpfs,tmpfs,open,87,0.000005256
tmpfs,tmpfs,open,88,0.000005007
tmpfs,tmpfs,open,89,0.000004335
tmpfs,tmpfs,open,90,0.000005009
tmpfs,tmpfs,open,91,0.000004206
tmpfs,tmpfs,open,92,0.000004492
tmpfs,tmpfs,open,93,0.000004988
tmpfs,tmpfs,open,94,0.000004833
tmpfs,tmpfs,open,95,0.000004681
tmpfs,tmpfs,open,96,0.000004399
